gvkey,tic,act,at,capx,che,cogs,ib,pi,revt,txc,txdb,txdc,txdi,txt,state,Total Income Taxes as % of pretax income,Total Income Deferred Taxes as % of pretax income,Total Income Deferred Taxes as % of total assets,ticker,co_per_rol,pceo,bonus,opt_exer_val,opt_unex_unexer_est_val,othcomp,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec,Stock as % of total compensation,Options as % of total compensation
3358,CMTL,305.486,996.237,18.311,18.961,353.612,-26.899,-30.847,549.994,2.112,9.494,-6.06,-6.06,-3.948,Arizona,0.1279865140856485,0.19645346387006837,-0.006082889914749201,CMTL,70982,CEO,1000.0,0.0,0.0,19.258,692.308,3307.27,452.1,3117.835,3117.835,5018.836,1.0607585071050905,0.0
3382,SSTK,292.573,1036.015,44.645,100.49,273.206,110.269,122.468,874.587,38.374,4.182,-26.176,-26.175,12.199,New York,0.09960969396087141,-0.213737466113597,-0.025266043445316907,SSTK,69951,CEO,0.0,0.0,0.0,18.954,700.0,6644.157,8458.318,8113.511,8113.511,8113.511,0.8189003502922471,0.0
3413,ED,6537.0,66331.0,4353.0,1190.0,10301.0,2519.0,3003.0,14663.0,355.0,8043.0,132.0,132.0,487.0,New York,0.16217116217116218,0.04395604395604396,0.0019900197494384223,ED,52444,CEO,0.0,0.0,0.0,79.603,1345.833,6661.78,0.0,10348.466,10348.466,10348.466,0.6437456527373235,0.0
3424,BH,152.551,849.422,23.405,119.945,210.657,54.948,64.847,365.318,2.741,37.939,6.567,6.567,9.308,Texas,0.14353786605394236,0.10126914120930808,0.007731139527820094,BH,37490,CEO,0.0,0.0,0.0,0.0,900.0,0.0,0.0,8171.055,8171.055,8171.055,0.0,0.0
3439,CMS,2839.0,33517.0,2407.0,248.0,5047.0,886.0,954.0,7462.0,6.0,2615.0,157.0,141.0,147.0,Michigan,0.1540880503144654,0.16457023060796647,0.004684190112480234,CMS,58660,CEO,0.0,0.0,0.0,423.851,1235.0,6033.036,6089.626,3603.976,3603.976,9637.21,1.673994499408431,0.0
3504,COO,1704.9,11658.9,392.5,120.9,1025.1,294.2,419.2,3593.2,74.0,101.5,44.7,44.7,118.7,California,0.2831583969465649,0.10663167938931299,0.0038339809072897102,COO,46651,CEO,0.0,0.0,1347.621,16.054,1054.167,5284.866,0.0,13478.276,8193.29,13490.923,0.39210252112362143,0.0
3532,GLW,7212.0,28500.0,1390.0,1779.0,7147.0,581.0,816.0,12588.0,243.0,218.0,-75.0,-75.0,168.0,New York,0.20588235294117646,-0.09191176470588236,-0.002631578947368421,GLW,18372,CEO,0.0,1419.109,0.0,394.116,1580.0,11355.517,13869.336,15613.958,17033.067,15627.653,0.7272670388891784,0.09088720489705428
3580,CR,1090.8,2333.6,42.7,329.6,1242.1,203.8,267.0,2086.4,84.7,37.1,-21.5,-21.5,63.2,Connecticut,0.23670411985018727,-0.08052434456928839,-0.009213232773397327,CR,28540,CEO,0.0,2635.763,6295.743,256.079,1200.0,4557.813,0.0,8624.612,11260.375,10065.027,0.528465860261308,0.3056094581414213
3619,CCK,4833.0,15034.0,793.0,1400.0,9546.0,450.0,809.0,12010.0,31.0,338.0,-53.0,-53.0,222.0,Pennsylvania,0.27441285537700866,-0.06551297898640297,-0.003525342556871092,CCK,34524,CEO,0.0,0.0,0.0,65.79,1370.0,7671.945,4968.532,11928.223,11928.223,11928.223,0.6431758527653281,0.0
3662,CW,1717.08,4620.969,44.666,406.867,1662.023,354.509,463.07,2845.373,108.518,132.319,2.908,0.043,108.561,North Carolina,0.23443755803658195,0.006279828103742414,0.0006293052387929891,CW,67331,CEO,0.0,0.0,0.0,3699.039,989.231,3010.0,1693.204,6408.27,6408.27,8562.311,0.4697055523565642,0.0
3708,WEN,837.653,5182.826,85.021,551.885,807.271,204.44,279.418,2181.578,75.785,270.353,-0.807,-0.807,74.978,Ohio,0.2683363276524776,-0.0028881460750560094,-0.0001557065585454731,WEN,48706,CEO,0.0,0.0,0.0,54.085,1149.87,4312.464,0.0,4283.944,2846.448,8596.408,1.0066574166235598,0.0
3813,TGT,17846.0,53335.0,5528.0,2229.0,81914.0,2780.0,3418.0,109120.0,56.0,2196.0,582.0,582.0,638.0,Minnesota,0.18665886483323582,0.1702750146284377,0.010912158995031404,TGT,51063,CEO,831.6,0.0,0.0,469.038,1400.0,14720.515,0.0,19203.353,19203.353,19203.353,0.7665596211244984,0.0
3851,DAL,10269.0,73644.0,5323.0,4067.0,44749.0,4609.0,5608.0,58048.0,19.0,908.0,980.0,980.0,999.0,Georgia,0.17813837375178318,0.17475035663338087,0.013307261962956929,DAL,31643,CEO,9600.0,0.0,37.432,371.183,950.0,17000.28,1042.963,34214.328,34214.328,34214.328,0.49687604561457405,0.0
3863,DLX,760.988,3080.622,100.747,71.962,847.644,26.12,39.799,2192.26,45.448,22.649,-31.876,-31.876,13.572,Minnesota,0.34101359330636444,-0.8009246463478983,-0.010347261040140596,DLX,60921,CEO,0.0,0.0,0.0,34.409,943.75,5329.797,5022.539,7536.719,7536.719,7536.719,0.7071773539652997,0.0
3897,DTE,3539.0,44755.0,3934.0,51.0,8896.0,1397.0,1566.0,12745.0,-12.0,2649.0,181.0,181.0,169.0,Michigan,0.10791826309067688,0.11558109833971902,0.004044240866942241,DTE,37146,CEO,0.0,0.0,0.0,136.011,1340.0,6729.046,5987.78,9101.597,9101.597,10278.098,0.7393258567699713,0.0
3905,ATGE,478.539,2810.541,37.008,332.525,606.911,101.752,112.035,1450.826,15.199,26.068,-5.087,-4.916,10.283,Illinois,0.09178381755701343,-0.045405453652876335,-0.0018099718168139156,ATGE,62330,CEO,0.0,0.0,43.574,89.452,949.846,5808.957,5400.068,8054.094,8054.094,8054.094,0.7212427617556985,0.0
3946,DBD,2153.9,4162.0,24.9,605.7,2732.4,1376.1,1452.3,3752.0,41.8,204.9,36.6,33.9,75.7,Ohio,0.05212421675962267,0.025201404668456932,0.008793849111004325,DBD,69068,CEO,500.0,0.0,0.0,135.426,850.0,0.0,0.0,2248.413,2248.413,2248.413,0.0,0.0
3964,DDS,2071.846,3329.15,120.105,809.233,3983.598,891.637,1109.467,6996.215,233.129,2.022,-15.299,-15.299,217.83,Arkansas,0.19633752062927512,-0.013789504329556442,-0.004595467311475902,DDS,754,CEO,0.0,0.0,0.0,396.991,1170.0,361.008,0.0,5502.799,5502.799,12451.504,0.06560443149022888,0.0
3969,DIOD,1187.385,2367.659,150.769,328.657,881.509,227.182,277.933,1661.739,61.49,13.662,-13.349,-18.741,47.285,Texas,0.17013093083584893,-0.04802956108126779,-0.0056380585210961546,DIOD,30854,CEO,0.0,0.0,0.0,100.197,805.753,8365.62,8793.831,9483.475,9483.475,9483.816,0.8821260139347655,0.0
3980,DIS,32763.0,205579.0,4969.0,14182.0,59201.0,2354.0,4769.0,88898.0,2744.0,7258.0,-1346.0,-1365.0,1379.0,California,0.28915915286223526,-0.28223946319983223,-0.006547361355002213,DIS,20714,CEO,0.0,0.0,0.0,2478.333,865.385,16103.421,0.0,31587.166,21587.139,31587.166,0.509808983813236,0.0
4001,DXYN,112.395,191.169,0.98,0.079,195.342,-1.952,-1.738,276.343,0.214,0.091,0.0,0.0,0.214,Georgia,-0.12313003452243959,-0.0,0.0,DXYN,5887,CEO,505.502,0.0,0.0,5.05,625.0,0.0,0.0,1135.552,1135.552,1160.744,0.0,0.0
4016,DG,7581.009,29083.367,1560.582,381.576,25306.965,2415.989,3116.614,37844.863,464.593,1060.906,235.299,236.032,700.625,Tennessee,0.2248032640551573,0.07549828114742474,0.008090500663145365,DG,54594,CEO,0.0,6913.555,0.0,88.981,792.439,3103.843,0.0,881.42,7794.975,6912.197,3.5214120396632707,7.843655691951624
4029,D,25387.0,109032.0,10211.0,268.0,8372.0,2157.0,2732.0,14393.0,-484.0,6611.0,1434.0,1059.0,575.0,Virginia,0.21046852122986823,0.5248901903367497,0.013152102135152983,D,59883,CEO,0.0,0.0,0.0,189.912,1225.0,2084.904,2147.477,2943.712,2943.712,6278.835,0.7082567859899338,0.0
4036,DCI,1286.0,2770.5,118.5,187.1,2186.4,358.8,468.7,3430.8,125.2,32.3,-15.3,-15.3,109.9,Minnesota,0.2344783443567314,-0.03264348197141029,-0.005522468868435301,DCI,38272,CEO,0.0,1112.805,3146.497,182.888,1063.846,2300.228,0.0,7127.799,5940.84,7181.607,0.3227122425870875,0.1561218266676712
4058,DOV,3390.235,11348.513,192.592,398.561,5016.686,1056.828,1270.006,8438.134,305.383,346.383,-99.286,-92.205,213.178,Illinois,0.1678558998933863,-0.07817758341299175,-0.008748811408155411,DOV,60931,CEO,1999.92,0.0,3888.44,207.191,1292.5,8086.1,3769.268,16795.101,11585.711,16795.101,0.48145587216176916,0.0
4066,OMC,15384.2,28044.6,78.4,4432.0,11870.0,1391.4,1998.1,14692.2,519.8,529.1,0.0,5.1,524.9,New York,0.262699564586357,0.0,0.0,OMC,5109,CEO,0.0,0.0,0.0,150.655,1000.0,6999.965,0.0,20150.62,20150.62,20150.62,0.3473821152897529,0.0
4093,DUK,12769.0,176893.0,12604.0,329.0,16613.0,4232.0,4767.0,29060.0,75.0,10556.0,3.0,363.0,438.0,North Carolina,0.09188168659534299,0.0006293266205160479,1.6959404837952886e-05,DUK,37131,CEO,0.0,0.0,0.0,954.874,1500.0,16021.168,9069.844,20215.105,20215.105,20559.875,0.7925344933899675,0.0
4094,DNB,656.3,9135.9,4.7,188.1,831.0,-47.0,-77.9,2314.0,97.7,887.3,-131.9,-131.9,-34.2,Florida,0.43902439024390244,1.693196405648267,-0.014437548572116597,DNB,64410,CEO,0.0,0.0,0.0,453.64,250.0,10000.008,11030.783,11303.648,11303.648,11303.648,0.8846708602391016,0.0
4108,FLS,2703.777,5108.719,67.359,545.678,2937.25,186.743,223.75,4320.577,81.215,1.335,-62.841,-62.653,18.562,Texas,0.0829586592178771,-0.2808536312849162,-0.01230073527238433,FLS,58702,CEO,0.0,0.0,0.0,20.997,1200.0,6270.244,10190.345,3890.997,3890.997,10583.487,1.6114748996208426,0.0
4115,DY,1492.68,2313.254,200.955,225.558,3160.264,142.213,180.122,3808.462,33.377,60.205,4.532,4.532,37.909,Florida,0.21046290847314594,0.025160724397908084,0.001959144996615158,DY,15734,CEO,0.0,0.0,0.0,11.42,1191.3,2171.092,0.0,5036.185,3558.747,7207.277,0.43109853986698266,0.0
4145,RVTY,3001.091,13564.665,81.368,1604.289,993.811,179.503,182.976,2750.571,127.137,576.66,-123.664,-123.664,3.473,Massachusetts,0.01898063133962924,-0.675848198670864,-0.009116627649853498,RVTY,54080,CEO,0.0,0.0,0.0,32.477,1086.539,5775.022,1038.664,1434.579,1434.579,9130.624,4.02558660066821,0.0
4194,KODK,712.0,2355.0,32.0,267.0,874.0,75.0,87.0,1117.0,12.0,27.0,-1.0,0.0,12.0,New York,0.13793103448275862,-0.011494252873563218,-0.0004246284501061571,KODK,63551,CEO,2000.0,0.0,0.0,0.0,996.516,3306.0,1170.0,4052.516,4052.516,7064.523,0.8157894996589773,0.0
4383,ATO,885.768,22516.968,2805.973,19.248,2603.883,885.862,999.641,4275.357,12.276,2304.974,108.215,101.503,113.779,Texas,0.11381986133021754,0.10825386313686615,0.004805931242607797,ATO,59889,CEO,0.0,0.0,0.0,14.55,1035.577,3836.071,0.0,6405.003,6405.003,8104.362,0.5989179083912998,0.0
4384,MARA,1029.803,1990.973,27.611,357.313,223.338,261.173,277.599,387.508,1.14,15.286,15.286,15.286,16.426,Florida,0.05917168289511129,0.05506503985965367,0.007677653087209118,MARA,72260,CEO,1800.0,0.0,0.0,9.9,800.0,33506.72,53393.358,36116.62,36116.62,36116.62,0.9277368701722365,0.0
4390,EBF,196.626,393.835,4.332,93.968,283.431,47.3,64.93,431.837,19.431,11.098,-1.801,-1.801,17.63,Texas,0.27152317880794696,-0.027737563529955333,-0.00457298107075298,EBF,15150,CEO,0.0,0.0,0.0,12.0,1035.11,0.0,203.464,1569.768,1569.768,1682.53,0.0,0.0
4418,ENZ,98.456,121.88,2.76,83.373,18.443,-25.022,-25.022,31.061,0.0,0.0,0.0,0.0,0.0,New York,-0.0,-0.0,0.0,ENZ,62876,CEO,661.423,0.0,0.0,30.837,298.523,17.01,0.0,990.783,990.783,1221.793,0.017168239664992233,0.0
4423,EFX,1356.3,12280.0,601.3,251.3,2335.1,545.3,717.9,5265.2,236.4,474.9,-70.2,-70.2,166.2,Georgia,0.23150856665273714,-0.09778520685332219,-0.005716612377850163,EFX,60941,CEO,0.0,0.0,3561.496,505.646,1500.0,8080.418,13561.136,13049.808,11030.174,13049.808,0.619198228816853,0.0
4430,EQT,2012.975,25285.098,2019.037,80.977,2862.37,1735.232,2103.498,6908.923,-15.712,1904.821,384.666,384.666,368.954,Pennsylvania,0.17540021430968797,0.18286967708074836,0.0152131504493279,EQT,63188,CEO,0.0,0.0,0.0,0.0,0.001,9550.925,12328.895,10600.927,10600.927,10600.926,0.9009518695864993,0.0
4462,NEU,1039.57,2308.871,48.293,111.936,1868.4,388.864,488.962,2698.419,114.848,58.657,-14.75,-14.75,100.098,Virginia,0.20471529484908849,-0.030165943365742125,-0.006388403683012173,NEU,5312,CEO,0.0,0.0,0.0,59.583,1191.667,302.28,0.0,1976.25,1976.25,3195.097,0.15295635673624286,0.0
4494,EXPD,3435.196,4523.809,39.314,1512.883,7986.874,752.883,1015.028,9300.11,286.165,0.0,-22.916,-22.916,263.249,Washington,0.2593514661664506,-0.02257671709548899,-0.005065642691811259,EXPD,50501,CEO,0.0,744.393,0.0,3.0,100.0,2895.774,3428.167,6005.474,6749.867,7453.361,0.4821890828267677,0.12395241408088688
4497,BOOM,326.812,884.495,15.974,45.087,493.296,26.259,49.879,719.188,14.15,1.956,0.97,0.97,15.12,Colorado,0.30313358327151707,0.019447061889773253,0.0010966709817466463,BOOM,71656,CEO,500.0,0.0,0.0,58.894,334.615,599.993,0.0,1263.927,1263.927,1863.92,0.47470542206947086,0.0
4498,IIIN,298.853,447.513,30.702,125.67,570.486,32.415,41.755,649.188,9.102,7.543,0.238,0.238,9.34,North Carolina,0.22368578613339718,0.005699916177703268,0.0005318281256633886,IIIN,5937,CEO,0.0,0.0,28.991,92.011,700.0,349.992,0.0,1971.467,1796.503,2146.512,0.17752871338957232,0.0
4503,XOM,96609.0,376317.0,21919.0,31568.0,259625.0,36010.0,52783.0,334697.0,14485.0,24452.0,634.0,944.0,15429.0,Texas,0.29231002406077716,0.012011443078263835,0.0016847498252802824,XOM,53531,CEO,4787.0,0.0,0.0,1135.195,1875.0,23199.75,136327.729,7797.195,7797.195,36919.898,2.9753969215852627,0.0
4510,FMC,5129.1,11926.2,133.9,302.4,2492.2,1420.0,300.2,4486.8,173.5,158.1,-1292.8,-1292.8,-1119.3,Pennsylvania,-3.728514323784144,-4.306462358427715,-0.10839999329207961,FMC,46666,CEO,0.0,0.0,0.0,420.562,1198.75,5114.362,2517.271,9623.437,7520.994,9623.437,0.5314485874433428,0.0
4517,NEE,15361.0,177489.0,9548.0,3420.0,11998.0,7310.0,7288.0,28114.0,668.0,10142.0,708.0,338.0,1006.0,Florida,0.13803512623490669,0.09714599341383096,0.003988979598735697,NEE,54084,CEO,0.0,0.0,0.0,399.396,1575.0,10568.909,0.0,10251.173,7651.18,20591.124,1.030995087098813,0.0
4608,FSS,570.2,1620.5,30.3,61.0,1226.6,157.4,203.0,1722.7,45.9,53.2,-0.3,-0.3,45.6,Illinois,0.2246305418719212,-0.0014778325123152708,-0.0001851280468991052,FSS,28763,CEO,0.0,0.0,0.0,209.163,941.719,2699.979,4345.863,4132.78,3232.771,6869.679,0.6533081848053852,0.0
4611,M,5853.0,16866.0,888.0,862.0,14449.0,1177.0,1518.0,25305.0,379.0,947.0,-38.0,-38.0,341.0,New York,0.2246376811594203,-0.025032938076416336,-0.0022530534803747184,M,47005,CEO,0.0,0.0,0.0,107.707,1425.0,8226.596,6780.631,3286.337,3286.337,11821.259,2.503272184197786,0.0
4809,FLO,687.713,3426.953,129.078,28.86,2632.136,123.416,157.107,5090.83,77.031,91.245,-43.34,-43.34,33.691,Georgia,0.21444620545233506,-0.27586294690879465,-0.012646803151370912,FLO,3185,CEO,0.0,0.0,0.0,258.936,954.289,4452.212,0.0,4284.709,4284.709,6393.039,1.0390932032957199,0.0
4818,FLR,5063.0,6973.0,106.0,2588.0,14923.0,139.0,315.0,15474.0,249.0,70.0,-13.0,-13.0,236.0,Texas,0.7492063492063492,-0.04126984126984127,-0.0018643338591710886,FLR,65207,CEO,0.0,0.0,5395.608,269.239,1350.045,12398.674,0.0,13990.334,12512.802,18877.29,0.8862314509432012,0.0
4839,F,121481.0,273310.0,8236.0,40171.0,145214.0,4347.0,3967.0,176191.0,1239.0,1005.0,-1649.0,-1601.0,-362.0,Michigan,-0.09125283589614318,-0.41567935467607764,-0.006033441879184809,F,37214,CEO,0.0,8.847,0.0,2041.198,1700.0,20329.795,10852.477,19974.034,19982.881,26470.033,1.0178111742475255,0.0004429250495918851
4881,FELE,853.795,1728.122,41.415,84.963,1315.865,193.272,242.223,2065.133,49.089,29.461,-1.609,-1.6,47.489,Indiana,0.19605487505315347,-0.006642639220883235,-0.000931068524097257,FELE,44787,CEO,0.0,4159.293,491.265,113.407,940.385,3150.016,3800.085,6035.151,5994.427,7401.61,0.5219448527468493,0.6891779509742175
4926,FUL,1312.103,4723.575,119.137,179.453,2320.412,144.906,238.517,3510.934,111.325,176.385,-25.114,-17.796,93.529,Minnesota,0.3921271859028916,-0.10529228524591538,-0.005316735735115882,FUL,68853,CEO,0.0,0.0,682.492,290.296,950.0,1624.832,1122.979,5050.902,3435.146,5050.902,0.321691452338612,0.0
4973,AJG,32116.1,51615.8,193.6,971.5,7143.6,969.5,1185.1,10071.9,176.0,129.7,43.1,43.1,219.1,Illinois,0.18487891317188423,0.03636823896717577,0.0008350156347474998,AJG,5997,CEO,0.0,9429.968,19748.237,2932.108,1300.0,3988.775,12595.034,15459.724,23500.851,15496.222,0.25801075103281274,0.609970009813888
4988,TGNA,1050.318,7000.057,54.694,361.036,1717.158,476.724,606.546,2910.93,110.462,578.219,19.737,19.737,130.199,Virginia,0.2146564316638804,0.03253998872303172,0.002819548469391035,TGNA,37074,CEO,1316.25,0.0,0.0,148.96,975.0,8475.002,2692.907,3902.715,3902.715,10965.633,2.1715656920887128,0.0
5046,GD,23615.0,54810.0,904.0,1913.0,34737.0,3315.0,3984.0,42272.0,846.0,655.0,-177.0,-177.0,669.0,Virginia,0.16792168674698796,-0.04442771084337349,-0.003229337712096333,GD,45152,CEO,0.0,0.0,9997.383,699.783,1700.0,11246.277,11348.877,22582.776,17933.06,22582.776,0.49800241564633146,0.0
5047,GE,59799.0,163045.0,1595.0,22673.0,51043.0,9067.0,10191.0,67954.0,539.0,0.0,623.0,623.0,1162.0,Ohio,0.11402217643018349,0.06113237170052006,0.003821031003710632,GE,60959,CEO,0.0,0.0,0.0,571.02,2500.0,4999.987,0.0,13696.007,13696.007,14698.285,0.36506895768963904,0.0
5071,GIS,5176.4,31451.7,689.5,702.7,12971.6,2593.9,3221.8,20094.2,634.4,2110.9,-22.2,-22.2,612.2,Minnesota,0.1900180023589298,-0.006890558073126823,-0.0007058441992006791,GIS,51325,CEO,0.0,596.957,2324.142,164.164,1333.333,7203.495,16602.843,12752.931,10502.75,16056.114,0.5648501509182478,0.04680939620860491
5073,GM,101618.0,273064.0,24610.0,29069.0,135221.0,10127.0,10403.0,171842.0,1604.0,688.0,-1041.0,-1041.0,563.0,Michigan,0.05411900413342305,-0.10006728828222627,-0.0038122930887996955,GM,47522,CEO,0.0,0.0,0.0,997.392,2100.0,14625.0,6019.689,27847.405,22972.392,27847.405,0.5251835853286868,0.0
5109,GCO,572.669,1456.426,59.934,47.99,1205.88,72.242,90.073,2384.888,44.225,2.509,-26.394,-26.394,17.831,Tennessee,0.1979616533256359,-0.2930289875989475,-0.018122444943993034,GCO,47523,CEO,0.0,0.0,0.0,41.831,1025.0,3183.204,3806.752,1066.831,1066.831,4250.035,2.9837940592277508,0.0
5116,GNTX,997.738,2611.438,183.678,240.791,1443.264,428.403,504.981,2294.215,94.313,0.0,-17.735,-17.735,76.578,Michigan,0.15164530942748342,-0.03512013323273549,-0.006791277449435904,GNTX,48720,CEO,0.0,274.956,0.0,273.914,842.693,4418.429,2558.618,6584.507,6859.463,7111.531,0.6710341412044972,0.0417580237973777
5125,GPC,9605.852,17968.454,512.675,1102.007,14799.938,1316.524,1742.348,23090.61,383.711,437.674,42.114,42.113,425.824,Georgia,0.24439664177305567,0.024170831544559408,0.002343774261269222,GPC,33962,CEO,0.0,0.0,0.0,293.036,1245.0,6500.088,9238.099,9727.48,9727.48,11398.274,0.6682191071068766,0.0
5179,GLT,605.967,1563.796,33.77,54.565,1187.562,-78.103,-71.092,1385.516,19.187,52.219,-12.176,-12.176,7.011,North Carolina,-0.0986186912732797,0.1712710290890677,-0.007786181829343469,GLT,69098,CEO,0.0,0.0,0.0,82.177,1050.0,2153.742,931.2,2179.777,2179.777,3495.919,0.9880561176670826,0.0
5234,GT,7650.0,21582.0,1050.0,985.0,15496.0,-689.0,-677.0,20066.0,240.0,83.0,-230.0,-230.0,10.0,Ohio,-0.014771048744460856,0.3397341211225997,-0.010657029005652859,GT,28457,CEO,0.0,0.0,1050.0,132.353,1433.333,4915.483,0.0,8158.286,8158.286,14740.302,0.6025141800618414,0.0
5252,GGG,1365.809,2722.007,184.775,537.951,961.985,506.511,608.802,2195.606,110.793,8.215,-8.502,-8.502,102.291,Minnesota,0.16802014448047148,-0.013965131520592903,-0.0031234306157184757,GGG,50038,CEO,0.0,0.0,7770.905,26.758,985.0,0.0,0.0,7811.066,2311.194,9236.066,0.0,0.0
5338,GEF,1369.1,5960.8,219.6,180.9,3841.9,359.2,496.9,5218.6,146.1,325.6,-28.7,-28.3,117.8,Ohio,0.23706983296437917,-0.05775810022137251,-0.0048147899610790496,GEF,53876,CEO,0.0,0.0,0.0,178.241,980.769,2230.716,2657.158,6515.822,6515.822,4352.908,0.34235373526164464,0.0
5439,HAL,11543.0,24683.0,1379.0,2264.0,17660.0,2638.0,3363.0,23018.0,505.0,29.0,196.0,196.0,701.0,Texas,0.20844484091584894,0.058281296461492715,0.00794068792286189,HAL,47017,CEO,0.0,0.0,0.0,659.119,1600.0,7017.625,11866.78,19572.279,19572.279,19911.392,0.35854920114310657,0.0
5492,LHX,8055.0,41687.0,449.0,560.0,13795.0,1227.0,1221.0,19419.0,444.0,815.0,-423.0,-421.0,23.0,Florida,0.018837018837018837,-0.3464373464373464,-0.010147048240458657,LHX,63205,CEO,0.0,0.0,653.183,1057.298,1542.308,10114.106,9160.074,6335.106,6335.106,19824.247,1.5965172484880286,0.0
5496,NVRI,827.356,2854.552,139.025,124.614,1466.093,-45.519,-19.311,2069.225,24.559,28.81,1.066,3.626,28.185,Pennsylvania,-1.45953083734659,-0.055201698513800426,0.00037343863415345037,NVRI,48394,CEO,0.0,0.0,301.669,94.377,1014.269,3486.818,1610.667,3111.832,2224.342,6598.65,1.1205032919514937,0.0
5518,HAS,2323.6,6540.9,209.3,545.4,2455.4,-1489.3,-1709.1,5003.3,22.2,75.6,-243.5,-243.5,-221.3,Rhode Island,0.1294833538119478,0.1424726464220935,-0.037227292880184684,HAS,68310,CEO,0.0,0.0,0.0,705.815,1500.0,7875.02,3267.022,12485.863,9399.829,15110.869,0.6307149133383892,0.0
5523,HVT,251.593,654.133,53.115,127.777,320.438,56.319,72.711,862.133,17.563,0.0,-1.171,-1.171,16.392,Georgia,0.2254404422989644,-0.016104853460961892,-0.0017901558245800166,HVT,27441,CEO,0.0,0.0,0.0,66.713,760.0,670.746,2508.395,2156.725,2156.725,2887.694,0.311002098088537,0.0
5530,HWKN,232.044,590.535,48.321,7.566,742.539,60.041,82.582,935.098,22.773,23.8,-0.232,-0.232,22.541,Minnesota,0.2729529437407668,-0.0028093289094475796,-0.00039286409780961337,HWKN,44393,CEO,0.0,0.0,0.0,68.069,637.0,636.944,5060.275,1979.069,1979.069,2616.013,0.32184021880995556,0.0
5539,HCSG,571.696,790.652,5.406,147.461,1440.706,38.386,53.056,1685.177,19.49,0.0,-4.82,-4.82,14.67,Pennsylvania,0.2765003015681544,-0.09084740651387214,-0.006096234500134067,HCSG,37431,CEO,0.0,0.0,0.0,47.207,1005.108,2431.17,2551.299,4501.067,1450.228,4559.91,0.540131928718235,0.0
5568,KHC,7929.0,90339.0,1013.0,1403.0,16696.0,2855.0,3633.0,26640.0,770.0,10201.0,17.0,17.0,787.0,Pennsylvania,0.21662537847508945,0.004679328378750344,0.00018818007726452584,KHC,63573,CEO,0.0,0.0,0.0,626.478,1100.0,6264.792,4242.309,6821.152,6821.152,11359.25,0.9184360647585629,0.0
5572,HELE,892.041,2913.715,174.864,29.073,1143.388,143.273,171.289,2072.667,30.258,28.048,-2.242,-2.242,28.016,Texas,0.1635598316295851,-0.01308898995265312,-0.0007694644122709324,HELE,51328,CEO,0.0,0.0,0.0,75.556,1250.0,6700.0,0.0,3306.422,3306.422,10006.422,2.02635961168901,0.0
5581,HP,1006.625,4381.956,395.46,409.838,1731.672,434.1,593.379,2872.421,179.679,517.809,-21.092,-20.4,159.279,Oklahoma,0.26842709297093426,-0.035545578795339906,-0.0048133755793075056,HP,32073,CEO,0.0,0.0,0.0,578.788,1094.586,5279.88,5531.772,8595.963,8595.963,8595.963,0.6142278648709866,0.0
5597,HSY,2912.103,11902.941,771.109,401.902,5813.976,1861.787,2171.864,11164.992,293.844,345.698,16.233,16.233,310.077,Pennsylvania,0.1427699892810968,0.007474224905426859,0.0013637805984252128,HSY,30359,CEO,0.0,4220.792,0.0,493.373,1400.0,8256.692,4907.439,4827.549,9048.341,15654.209,1.710327953170439,0.874313652745938
5606,HPQ,17977.0,37004.0,609.0,3235.0,41719.0,3263.0,2937.0,53718.0,605.0,44.0,-923.0,-931.0,-326.0,California,-0.11099761661559414,-0.3142662580864828,-0.024943249378445574,HPQ,56871,CEO,0.0,2860.667,0.0,305.839,1300.0,10148.835,9373.986,9309.596,6455.506,19458.431,1.0901477357341822,0.30728154046641765
5643,HLT,2614.0,15401.0,151.0,875.0,7305.0,1141.0,1692.0,10235.0,805.0,401.0,-264.0,-264.0,541.0,Virginia,0.3197399527186761,-0.15602836879432624,-0.017141744042594637,HLT,47815,CEO,0.0,0.0,7783.997,729.686,1300.0,16312.319,9533.321,26556.464,21119.003,26556.464,0.6142504137599042,0.0
5667,DINO,6146.454,17716.265,385.413,1353.747,28493.016,1589.666,2152.507,31964.395,249.062,1297.13,192.55,192.55,441.612,Texas,0.2051617021454518,0.0894538322058883,0.010868543680058976,DINO,65616,CEO,0.0,0.0,0.0,316.565,1030.0,12336.306,6244.345,15493.529,15493.529,15527.818,0.7962231199877059,0.0
5680,HD,32471.0,76445.0,3119.0,3391.0,104324.0,17105.0,22477.0,157403.0,5234.0,1019.0,138.0,138.0,5372.0,Georgia,0.2389998665302309,0.006139609378475775,0.001805219438812218,HD,59909,CEO,0.0,0.0,5970.613,74.885,1400.0,8543.529,9404.436,14315.588,12205.63,14419.252,0.5967990277451405,0.0
