gvkey,datadate,tic,act,aedi,at,capx,che,cogs,ib,lct,lt,pi,revt,txach,txc,txdb,txdc,txdi,txt,state
106915,12/31/2023,IDYLF,0.188,,0.362,0.016,0.119,0.056,-1.017,4.066,4.147,-1.017,0.104,0,0,0,0,0,0,ON
106957,3/31/2023,AILQF,3.515,,8.437,0.673,2.176,1.759,3.693,1.353,1.477,0.863,5.049,0,,0,-2.83,-2.83,-2.83,ON
106965,6/30/2023,SANG,61.623,,442.746,4.016,11.156,72.226,-29.026,63.191,176.631,-31.958,252.53,,,14.295,-2.76,-2.76,-2.932,ON
106995,12/31/2023,JDNRF,0.457,,7.719,0.207,0.432,0,-1.163,0.25,0.25,-1.163,0,0,0,0,0,0,0,BC
106996,3/31/2023,SRGXF,2.969,,50.351,8.117,2.821,0,-2.112,1.25,5.65,-1.866,0,0,0,4.32,0.246,0.246,0.246,BC
106998,4/30/2023,CVVUF,13.56,,15.386,0.376,13.049,0.023,-9.27,2.551,3.309,-9.27,0,0,0,0,0,0,0,SK
107005,12/31/2023,FGOVF,2.21,,90.361,11.879,2.02,0,-3.097,0.221,0.658,-3.097,0,0,0,0,0,0,0,BC
107032,12/31/2023,THM,1.992,,57.375,0,1.688,0,-3.398,0.235,0.235,-3.398,0,0,0,0,0,0,0,BC
107038,12/31/2023,TLTFF,1.499,,3.277,0.037,0.044,0.48,-4.571,1.077,1.372,-4.571,1.07,0,0,0,0,0,0,ON
107048,6/30/2023,ZNCXF,1.297,,26.098,0.003,1.255,0,-0.565,1.455,1.493,-0.565,0,0,0,0,0,0,0,BC
107098,12/31/2023,FSM,333.325,,1967.863,217.322,128.228,507.932,-50.836,243.77,679.742,-11.051,842.428,,,159.855,-10.057,-10.057,32.579,BC
107130,12/31/2023,KIQSF,6.01,,9.703,0.755,1.435,6.127,-2.102,0.983,0.983,-1.931,10.82,-0.021,,0,0,0,0.171,BC
107134,2/28/2023,ESKYF,3.555,,9.515,0.095,3.024,0,-19.593,3.11,3.181,-19.637,0,0,,0,0,0,-0.044,ON
107150,6/30/2023,NB,3.726,,20.93,0,2.341,0,-40.08,3.562,29.797,-40.612,0,,-0.304,0,0,0,-0.304,CO
107194,12/31/2023,AFMJF,129.509,,516.76,116.891,7.158,130.256,47.223,109.485,151.248,95.466,288.505,0,,18.963,0.503,0.503,37.502,
107213,12/31/2023,BRYFF,54.232,,68.372,0.689,0,87.306,0.909,38.304,45.829,1.407,106.035,,,0,0.448,0.455,0.498,AB
107217,2/28/2023,PLYFF,0.07,,3.201,0.7,0.019,0,-0.361,0.25,0.25,-0.361,0,0,0,0,0,0,0,BC
107226,12/31/2023,KLXDF,0.276,,11.508,0.175,0.156,0.227,-4.5,2.253,5.793,-4.788,0.174,0,0,0,0,0,0,BC
107236,12/31/2023,RGDFF,74.057,,76.781,0.732,72.311,0,-59.159,6.203,6.626,-59.159,0,0,0,0,0,0,0,ON
107245,12/31/2023,EXK,100.773,,474.807,117.787,40.421,141.402,6.123,58.244,88.466,18.253,205.463,1.185,,13.73,0.786,0.709,12.13,BC
107258,12/31/2023,SMTSF,71.852,,314.116,43.992,9.122,143.615,-6.574,138.528,204.265,-0.657,229.543,,10.222,14.492,-4.312,-4.312,5.91,ON
107272,12/31/2023,SNUYF,11.341,,78.574,5.298,2.506,15.764,-13.022,16.926,54.796,-11.35,15.821,,,12.125,1.182,1.182,1.672,AB
107298,12/31/2023,CTHCF,1.801,,35.893,0.389,1.282,0,9.763,1.523,4.824,9.763,14.887,0,0,0,0,0,0,BC
107325,12/31/2023,MCBC,,,2748.699,0.439,450.352,26.914,43.224,,2461.614,53.747,132.252,0,,0,0.535,,10.523,MI
107325,12/31/2023,MCBC,,,2748.699,,,,43.224,,2461.614,53.747,132.252,,,0,,,10.523,MI
107326,12/31/2023,MCDMF,0.103,,0.103,0,0.057,0,-0.764,0.571,0.571,-0.764,0,0,0,0,0,0,0,ON
107327,12/31/2023,MCKZF,0.767,,0.767,0,0.716,0.129,0.517,0.25,0.25,0.703,0.832,-0.006,,0,0,,0.186,ON
107340,12/31/2023,MJGCF,102.33,,187.231,10.818,97.971,22.229,7.558,25.873,34.929,19.435,55.025,,,2.113,0.702,0.702,7.206,BC
107350,12/31/2023,EMX,35.048,,158.568,0.169,27.305,12.918,-4.633,37.318,38.133,-3.393,20.287,0,,0.815,-0.282,-0.282,1.24,BC
107393,2/28/2023,AMLIF,43.133,,194.28,4.646,40.622,0,-35.667,1.739,1.89,-35.667,0,0,0,0,0,0,0,BC
107399,6/30/2023,ENAFF,5.389,,5.97,0.515,4.223,3.144,-8.605,6.774,18.883,-9.59,1.961,0,,0,0,,-0.985,ON
107423,12/31/2023,MSVB,,,268.985,0.126,13.676,2.816,1.456,,232.997,1.431,11.712,0,,0,-0.033,,-0.025,IN
107423,12/31/2023,MSVB,,,268.985,,,,1.456,,232.997,1.431,11.712,,,0,,,-0.025,IN
107426,9/30/2023,MDY,,,,,,,,,,,,,,,,,,MA
107434,12/31/2023,MGHCF,5.564,,5.736,0,5.539,0.411,-1.404,0.084,0.231,-1.404,-0.932,0,0,0,0,0,0,BC
107446,6/30/2023,NTWK,41.604,,58.379,1.639,15.533,32.974,-5.244,20.769,21.597,-3.217,52.394,,0.927,0,0,0,0.927,CA
107447,8/31/2023,OCGSF,3.651,,8.931,0.044,3.23,0,-9.438,0.508,0.508,-9.438,0,0,0,0,0,0,0,BC
107487,12/31/2023,ZMWYF,0.044,,0.046,0,0.025,0.56,-0.654,6.679,6.679,-0.654,0.219,,0,0,0,0,0,NV
107496,7/31/2023,MUJ,,,,,,,,,,,,,,,,,,NY
107503,12/31/2023,CVWFF,6.275,,6.291,0.009,6.003,0,-3.701,0.675,0.679,-3.701,0,0,0,0,0,0,0,AB
107551,11/30/2023,PNCKF,0.84,,30.127,1.62,0.712,-0.009,-1.256,4.672,5.607,-1.256,0,0,0,0,0,0,0,ON
107559,12/31/2023,CNNEF,151.635,,1233.428,215.663,39.905,49.413,86.237,164.904,881.754,60.934,315.803,,,5.875,-103.633,-103.633,-25.303,AB
107561,11/30/2023,WRLGF,19.189,,98.013,0.449,16.308,0,-32.507,13.065,31.979,-32.507,0,0,0,0,0,0,0,BC
107590,3/31/2023,NKRSF,2.178,,2.178,0,2.137,0,-1.971,411.614,411.614,-1.971,0,0,0,0,0,0,0,AB
107591,1/31/2023,SBWFF,59.243,,102.106,10.306,58.215,0,-1.218,2.495,11.645,-1.202,0,,,0,0,0,0.016,BC
107591,12/31/2023,SBWFF,30.296,,104.221,28.135,28.457,0,-2.714,5.064,14.129,-2.887,0,,,0,0,0,-0.173,BC
107592,12/31/2023,NIOCF,1.399,,1.906,0,1.304,0.758,-0.729,0.605,0.605,-0.729,0.012,0,0,0,0,0,0,QC
107611,12/31/2023,COGDF,0.214,,22.355,0.966,0.126,0,-0.684,0.533,1.115,-0.684,0,,0,0,0,0,0,ON
107613,12/31/2023,SMDZF,7.339,,93.237,3.734,7.192,0.036,-2.432,0.442,6.192,-3.711,0,0,0,5.75,-0.671,-0.671,-0.671,BC
107637,12/31/2023,NAK,21.125,,143.848,0,18.2,0,-20.996,20.226,20.564,-21.106,0,0,,0,0,,-0.11,BC
107643,12/31/2023,NWYF,,,1290.467,,68.887,16.635,5.771,,1217.23,6.365,54.562,0,,0,-0.019,,0.594,NH
107643,12/31/2023,NWYF,,,1290.467,,,,5.771,,1217.23,6.365,54.562,,,0,,,0.594,NH
107644,12/31/2023,FNWD,,,2108.279,1.148,86.008,33.253,8.38,,1960.934,8.045,96.529,0,,0,-0.673,,-0.335,IN
107644,12/31/2023,FNWD,,,2108.279,,,,8.38,,1960.934,8.045,96.529,,,0,,,-0.335,IN
107651,10/31/2023,VRBFF,1.144,,8.815,0.655,0.798,0,-1.747,0.969,1.675,-1.747,0,0,0,0,0,0,0,BC
107678,12/31/2023,LMGDF,13.83,,21.997,0.418,13.636,0,-17.253,29.965,29.965,-17.253,0,0,0,0,0,0,0,BC
107682,12/31/2023,FE1,380,,4141,212,7,1413,193,484,2877,239,1849,4,-2,495,48,48,46,OH
107693,12/31/2023,EOXFF,0.711,,39.016,0.086,0.617,0,-3.564,44.185,44.275,-3.564,0,0,0,0,0,0,0,BC
107710,12/31/2023,OR,84.045,,1965.987,291.108,75.921,64.265,-48.343,20.452,315.489,-35.086,247.32,0,,96.279,10.672,10.672,13.257,QC
107712,12/31/2023,UUUU,232.695,,401.939,44.71,190.489,18.181,99.862,10.36,22.734,100.032,37.928,,,0,0,,0.276,CO
107758,12/31/2023,GSVRF,20.658,,75.203,5.222,1.956,66.326,-31.943,39.099,64.408,-30.922,66.167,,,0,0,0,1.021,BC
107781,12/31/2023,HBM,673.248,,5312.634,291.804,252.48,898.684,66.367,537.335,3105.795,151.83,1690.03,,,407.152,-22.794,-22.794,82.287,ON
107817,12/31/2023,PGC,,,6476.857,3.281,187.671,162.012,48.854,,5893.176,67.281,377.588,0,,0,-15.276,,18.427,NJ
107817,12/31/2023,PGC,,,6476.857,,,,48.854,,5893.176,67.281,377.588,,,0,,,18.427,NJ
107825,1/31/2023,GGIFF,2.349,,45.426,3.235,2.088,0.885,-3.464,1.367,5.004,-2.921,0,0,0,3.637,0.543,0.543,0.543,BC
107843,12/31/2023,MRKR,17.127,,17.127,0,15.111,16.992,-14.046,3.075,3.075,-14.042,3.311,0,0.004,0,0,,0.004,TX
107860,12/31/2023,CMLGF,0.575,,7.002,0.036,0.568,-0.368,-7.813,104.484,113.074,-7.813,0,0,0,0,0,0,0,BC
107920,12/31/2023,PMX.,0.106,,0.621,0.055,0.103,0.179,-0.218,0.122,0.124,-0.218,0.006,0,0,0,0,0,0,BC
107965,12/31/2023,LCGMF,2.386,,11.258,0.365,2.31,0.602,-4.829,5.24,5.24,-5.911,0,0,0,0,0,0,0,NV
108071,12/31/2023,RIOCF,,,14842.281,0,133.106,421.382,38.802,,7404.511,25.437,725.478,,,0,0,0,-13.365,ON
108071,12/31/2023,RIOCF,,147.834,14842.281,,,,38.802,,7404.511,25.437,767.067,,-13.365,0,,0,-13.365,ON
108108,1/31/2023,RYSMF,0.015,,0.015,0,0.015,0,-0.088,0.468,0.468,-0.088,0,0,0,0,0,0,0,ON
108110,2/28/2023,RUPRF,73.702,,177.042,29.079,72.586,3.723,-13.1,6.993,15.827,-13.1,0,0,0,0,0,0,0,ON
108113,3/31/2023,EWPMF,5.59,,5.969,0.372,5.006,1.755,0.874,0.444,1.396,0.874,2.599,0,0,0,0,0,0,BC
108132,9/30/2023,SPY,,,,,,,,,,,,,,,,,,MA
108139,5/31/2023,SELSF,0.02,,0.02,0,0.013,0,-0.052,0.121,0.121,-0.052,0,0,0,0,0,0,0,BC
108163,12/31/2023,FOLGF,8.046,,61.537,6.723,7.992,0,-3.337,2.334,18.538,-3.341,0,0,0,0,0,0,0,
108209,12/31/2023,NWCCF,2.114,,81.076,0.055,0.403,0.143,-7.384,1.236,1.564,-7.384,0,0,0,0,0,0,0,BC
108233,12/31/2023,SHGDF,0.606,,1.161,0,0.553,0,-2.823,0.859,0.98,-2.823,0,0,0,0,0,0,0,SK
108265,12/31/2023,SKE,97.502,,194.987,23.103,92.689,0,-108.98,25.235,70.452,-109.624,0,0,0,0,-0.644,-0.644,-0.644,BC
108291,12/31/2023,RGXTF,1.332,,10.892,1.444,0.305,0,-6.376,0.375,5.38,-6.376,0,0,0,0,0,0,0,AB
108297,12/31/2023,LUNMF,1791.148,,10861.199,1013.117,268.793,2086.108,241.562,1210.033,4443.079,531.848,3392.077,,,751.688,62.183,62.183,216.599,BC
108319,12/31/2023,CEIN,19.654,,83.602,0.245,0.906,22.346,-18.163,31.796,77.414,-18.535,32.055,0,0,0,0,0,0,TX
108326,3/31/2023,SVM,219.048,,676.799,54.957,203.323,119.394,20.608,41.24,96.968,35.143,208.129,,,48.096,4.685,4.685,14.043,BC
108344,4/30/2023,SHVLF,11.807,,50.906,1.512,7.082,18.833,-5.256,3.341,12.13,-4.183,22.907,0,,5.701,0.627,0.627,1.073,BC
108345,6/30/2023,MGLD,26.818,,35.281,0.095,19.642,8.751,1.165,4.192,4.903,1.594,34.877,,0.465,0.242,-0.036,-0.036,0.429,CA
108349,12/31/2023,PHXHF,207.04,,385.494,64.932,16.433,464.477,98.58,113.125,175.525,103.65,656.341,,,16.822,-5.365,-5.365,5.07,AB
108363,10/31/2023,LTXFF,0.196,,1.167,0.745,0.196,0,-0.139,0.014,1.078,-0.139,0,0,0,0,0,0,0,AB
108425,12/31/2023,CXBMF,205.879,,819.573,157.916,86.16,322.916,85.025,93.284,262.36,133.091,561.702,,,69.434,3.016,4.798,48.066,BC
108456,5/31/2023,USSHF,2.66,,2.984,0.1,1.759,3.476,0.014,2.136,2.136,0.014,6.536,0,0,0,0,0,0,BC
108507,5/31/2023,TMGEF,11.029,,13.512,0.08,3.001,11.523,0.718,7.994,11.589,0.694,21.092,,,0,-0.066,-0.066,-0.026,ON
108510,12/31/2023,THXPF,57.541,,259.114,37.697,7.84,93.112,10.869,127.024,146.919,10.869,140.116,0,0,0,0,0,0,BC
108532,8/31/2023,TPCFF,15.325,,18.347,0.018,12.756,3.045,0.083,0.788,1.469,0.083,6.214,-0.004,0,0,0,0,0,AB
108557,9/30/2023,BIDCF,0.057,,1.162,0,0.037,0.013,-0.316,0.79,0.864,-0.332,0.032,0,0,0,0,0,0,BC
108559,12/31/2023,PYCFF,,,1688.578,0,199.567,140.727,-16.456,,1636.626,-15.793,191.03,0,,0,,-0.26,0.663,NY
108585,11/30/2023,WMLLF,5.815,,55.334,0.165,5.066,0.444,-10.424,0.801,0.863,-10.424,0,0,0,0,0,0,0,BC
108592,12/31/2023,CLKXF,278.261,,702.076,14.715,163.068,169.585,22.926,56.748,164.489,31.55,230.469,,,47.054,-2.572,-2.572,9.508,ON
108603,6/30/2023,STMGF,0.245,,0.528,0.028,0.137,0,-0.317,0.221,0.221,-0.317,0,0,0,0,0,0,0,BC
108630,12/31/2023,OVTZ,0.184,,0.184,0,0.157,0,-0.591,0.274,0.274,-0.591,0,0,0,0,0,0,0,BC
108648,12/31/2023,SFTCF,388.116,,585.978,3.42,17.371,493.721,46.036,463.172,528.068,62.729,816.404,,,8.612,-1.785,-1.785,16.693,ON
108664,12/31/2023,UBOH,,,1071.498,1.636,26.915,13.703,8.606,,977.574,9.289,54.576,0,,0,-0.144,,0.683,OH
108664,12/31/2023,UBOH,,,1071.498,,,,8.606,,977.574,9.289,54.576,,,0,,,0.683,OH
108665,12/31/2023,BRUZF,0.517,,9.562,1.043,0.409,0,-1.044,1.624,1.654,-1.044,0,0,0,0,0,0,0,ON
108684,9/30/2023,NKWFF,0.037,,0.037,0,0.035,0,-0.338,1.134,1.134,-0.338,0,0,0,0,0,0,0,BC
108688,3/31/2023,SILEF,2.36,,72.577,11.868,1.505,-0.371,-4.562,8.716,10.769,-9.739,0,0,0,0,0,0,0,BC
108693,12/31/2023,JSDA,9.595,,9.906,0.073,3.867,11.751,-4.854,2.356,2.356,-4.821,16.669,-0.011,0.033,0,0,0,0.033,WA
108722,7/31/2023,RDEXF,3.721,,4.174,0.053,3.386,0,-10.774,1.071,1.071,-10.774,0,0,0,0,0,0,0,ON
108728,8/31/2023,ZUMRF,23.935,,103.805,0.874,10.905,50.315,-0.191,12.594,51.534,0.041,63.353,0.415,,3.629,-0.487,-0.487,0.395,ON
108744,12/31/2023,VITFF,261.109,,1016.886,88.573,26.749,263.947,25.139,114.08,427.505,43.394,416.902,,,75.493,16.3,16.3,18.255,ON
108756,12/31/2023,ETRXF,10.217,,10.217,0,9.924,0,-5.267,2.641,2.86,-5.18,0,,,0,0,0,0.087,BC
108768,12/31/2023,AG,309.057,,1976.355,145.981,187.961,542.486,-135.112,120.138,618.235,-195.915,573.801,0.531,,79.017,-74.808,-74.808,-60.803,BC
108769,9/30/2023,VCIGF,3.359,,5.412,0.087,2.266,4.986,2.537,0.858,1.258,3.297,10.191,0.193,,0.251,-0.017,-0.017,0.76,AB
108804,12/31/2023,EDVMF,1120.2,,5858.5,762.6,517.2,1043.5,-23.2,613.4,2310.2,253.5,2114.6,,,464.1,-57.1,-57.1,210.8,
108812,12/31/2023,SQCF,,,586.604,0.753,6.058,11.338,2.215,,551.162,2.279,27.637,0,,0,-0.14,,0.064,PA
108812,12/31/2023,SQCF,,,586.604,,,,2.215,,551.162,2.279,27.637,,,0,,,0.064,PA
108830,11/30/2023,WTCRF,0.292,,0.292,0,0.259,0,-1.499,0.114,0.114,-1.72,0,0,0,0,0,0,0,ON
108831,12/31/2023,WPRT,216.783,,355.748,15.574,54.853,274.671,-49.718,134.837,195.3,-48.716,331.799,,,3.477,-0.784,-0.784,1.002,BC
108834,12/31/2023,GQMLF,0.025,,0.025,0,0.005,0.057,-0.62,1.13,1.13,-0.62,0,0,0,0,0,0,0,BC
108841,6/30/2023,CSPUF,1.21,,39.268,,1.177,1.417,-2.173,1.086,2.838,-2.173,0.621,,0,0,,0,0,AB
108893,12/31/2023,YZCAY,14058.382,,58431.352,3082.925,5302.368,8581.975,2507.374,17440.921,34916.637,4369.924,16702.824,,,2990.641,-247.618,-247.618,1132.13,
108939,6/30/2023,SNAVF,1.706,,2.502,0.037,1.047,0.016,-4.993,2.172,3.042,-4.993,0.058,0,0,0,0,0,0,ON
108979,12/31/2023,FGBI,,,3552.772,14.855,286.455,102.018,9.219,,3303.141,11.896,193.586,,,0,,,2.677,LA
108979,12/31/2023,FGBI,,,3552.772,,,,9.219,,3303.141,11.896,193.586,,,0,,,2.677,LA
109183,12/31/2023,PFBC,,,6659.276,2.415,910.852,198.614,150.04,,5964.171,209.853,485.101,,,0,-4.545,,59.813,CA
109183,12/31/2023,PFBC,,,6659.276,,,,150.04,,5964.171,209.853,485.101,,,0,,,59.813,CA
109186,9/30/2023,SOFO,8.124,,12.263,0.55,0.84,6.942,-19.348,20.861,26.002,-19.116,22.109,0,0,0,0.29,0.232,0.232,WI
109187,12/31/2023,SFIGA,,,2998.676,19.426,113.715,46.605,23.863,,2808.762,28.333,154.942,0,,0,-0.42,,4.47,IN
109187,12/31/2023,SFIGA,,,2998.676,,,,23.863,,2808.762,28.333,154.942,,,0,,,4.47,IN
109198,12/31/2023,ORPB,,,760.987,4.606,14.352,6.167,9.232,,704.605,12.271,40.424,0,,0,-0.449,,3.039,OR
109198,12/31/2023,ORPB,,,760.987,,,,9.232,,704.605,12.271,40.424,,,0,,,3.039,OR
109519,12/31/2023,BOTH,0,,0,0,0,0,-0.097,0.776,0.776,-0.097,0,0,0,0,0,0,0,UT
109599,12/31/2023,HTBK,,,5194.095,1.671,408.129,51.823,64.443,,4521.194,90.419,243.171,0,,0,,,25.976,CA
109599,12/31/2023,HTBK,,,5194.095,,,,64.443,,4521.194,90.419,243.171,,,0,,,25.976,CA
109621,12/31/2023,LBAI,,,11138.567,5.069,320.655,222.409,84.74,,9969.198,110.793,516.176,0,,0,-1.017,,26.053,NJ
109621,12/31/2023,LBAI,,,11138.567,,,,84.74,,9969.198,110.793,516.176,,,0,,,26.053,NJ
109682,12/31/2023,PUCCF,1.103,,1.122,0,1.043,0,-1.992,0.829,0.829,-1.992,0.002,0,0,0,0,0,0,ON
109826,12/31/2023,MANH,479.19,,673.353,4.73,270.741,430.614,176.568,365.915,395.075,213.671,928.725,,65.947,0,-28.844,-28.844,37.103,GA
109919,12/31/2023,CRAI,265.476,,553.211,2.366,45.586,439.751,38.481,236.087,341.11,52.288,623.976,,18.441,1.062,-4.634,-4.634,13.807,MA
109921,3/31/2023,DHF,,,,,,,,,,,,,,,,,,NY
109981,12/31/2023,SFDL,,,1549.671,2.851,130.634,25.975,10.19,,1377.309,12.478,74.367,0,,0,0,,2.288,SC
109981,12/31/2023,SFDL,,,1549.671,,,,10.19,,1377.309,12.478,74.367,,,0,,,2.288,SC
110039,12/31/2023,AMKR,3195.81,,6771.125,749.467,1594.687,4928.971,359.813,1384.475,2776.09,443.841,6503.065,,68.316,11.945,13.394,13.394,81.71,AZ
110103,12/31/2023,PTBS,,,830.714,0.105,68.702,9.789,7.264,,763.84,9.353,41.533,0,,0,-0.139,,2.089,WV
110103,12/31/2023,PTBS,,,830.714,,,,7.264,,763.84,9.353,41.533,,,0,,,2.089,WV
110166,12/31/2023,CECAF,10.125,,11.362,0,9.839,0,-3.194,4.207,6.41,-3.243,0,,0,0,-0.022,-0.022,-0.022,AB
110179,12/31/2023,VTR,,,24725.433,0,563.462,3924.58,-40.973,,14878.392,-39.836,4511.453,0,5.685,24.5,,-15.224,-9.539,IL
110179,12/31/2023,VTR,,117.403,24725.433,,,,-40.973,,14878.392,-39.836,4585.872,,5.685,24.5,,-15.224,-9.539,IL
110243,12/31/2023,FGFH,,,1574.728,1.025,50.229,22.361,14.546,,1433.865,19.12,78.083,0,,0,0.292,,4.574,IL
110243,12/31/2023,FGFH,,,1574.728,,,,14.546,,1433.865,19.12,78.083,,,0,,,4.574,IL
110250,12/31/2023,SMMF,,,4634.322,7.087,52.232,98.229,55.239,,4194.114,70.402,263.424,0,,0,-0.303,,15.163,WV
110250,12/31/2023,SMMF,,,4634.322,,,,55.239,,4194.114,70.402,263.424,,,0,,,15.163,WV
110359,12/31/2023,FIZN,,,2390.928,1.178,117.128,47.518,18.61,,2208.151,21.076,119.877,0,,0,1.293,,2.466,TN
110359,12/31/2023,FIZN,,,2390.928,,,,18.61,,2208.151,21.076,119.877,,,0,,,2.466,TN
110566,12/31/2023,IOSP,885.7,,1707.4,62.1,203.7,1327.5,139.1,371.5,557.8,174.4,1948.8,-25.9,31.2,33.5,3.6,4.1,35.3,CO
110620,12/31/2023,ICLR,3411.47,,16989.863,140.692,380.056,5719.949,612.335,2825.608,7749.12,624.084,8120.176,,97.152,899.1,-85.403,-85.403,11.749,
110687,8/31/2023,PRZFF,0.051,,0.778,0.001,0.039,0,-0.251,1.016,1.016,-0.251,0,0,0,0,0,0,0,BC
110728,12/31/2023,IDXG,10.322,,13.021,0.47,3.498,16.145,1.112,17.474,28.157,1.129,40.214,,0.017,0,0,0,0.017,NJ
110732,12/31/2023,WCN,1141.785,,17915.876,934,78.399,4725.095,762.8,1687.932,10218.095,983.501,8021.951,0,,1022.48,6.329,6.329,220.675,ON
110760,12/31/2023,AXTI,170.656,,358.701,10.475,52.254,53.755,-17.881,81.557,89.555,-19.033,75.795,,-0.338,,0.553,0.498,0.16,CA
110802,12/31/2023,AWX,14.045,,87.965,3.897,1.187,66.735,-1.775,17.909,51.865,-1.987,80.515,-0.104,0.057,0,0,0,0.057,OH
110807,4/30/2023,HIX,,,,,,,,,,,,,,,,,,NY
110940,12/31/2023,CZBC,,,1019.726,1.548,162.171,7.291,6.154,,948.385,7.929,40.413,0,,0,0.092,,1.775,OR
110940,12/31/2023,CZBC,,,1019.726,,,,6.154,,948.385,7.929,40.413,,,0,,,1.775,OR
110979,12/31/2023,CATC,,,5417.666,1.372,33.004,98.632,34.109,,4883.093,46.409,260.264,0,,0,1.665,,12.3,MA
110979,12/31/2023,CATC,,,5417.666,,,,34.109,,4883.093,46.409,260.264,,,0,,,12.3,MA
111000,12/31/2023,HCKT,75.438,,181.428,4.101,20.957,180.198,34.151,49.888,91.348,46.027,296.59,-3.4,10.511,8.118,1.365,1.365,11.876,FL
111003,8/31/2023,MDPCF,51.509,,853.352,10.536,45.157,11.086,18.622,68.734,377.778,24.246,40.467,-1.58,,57.595,1.318,1.318,5.267,BC
111103,9/30/2023,HZO,1123.176,,2421.305,65.408,201.456,1518.345,109.282,847.049,1502.888,147.435,2394.706,0,14.826,56.927,23.059,23.131,37.957,FL
111179,12/31/2023,HWBK,,,1875.35,2.097,93.45,35.166,0.956,,1739.265,0.432,87.957,0,,0,0,,-0.524,MO
111179,12/31/2023,HWBK,,,1875.35,,,,0.956,,1739.265,0.432,87.957,,,0,,,-0.524,MO
111282,12/31/2023,CNRD,96.709,,140.21,1.763,38.593,264.061,-27.028,64.838,70.041,-36.325,239.774,0,0,1.627,-9.297,-9.297,-9.297,LA
111402,6/30/2023,ARPC,0.077,,0.26,0,0.043,0.104,-0.054,0.153,0.305,-0.032,0.343,0,0,0,0,,0.022,
111486,12/31/2023,GIL,1687.536,,3514.873,203.289,89.642,2197.313,533.58,724.09,1557.416,564.183,3195.911,,,18.118,10.147,10.147,30.603,QC
111527,12/31/2023,CZBT,,,554.341,0.155,47.336,2.836,8.496,,494.646,10.482,25.909,0,,0,-0.114,,1.986,VA
111527,12/31/2023,CZBT,,,554.341,,,,8.496,,494.646,10.482,25.909,,,0,,,1.986,VA
111534,12/31/2023,MSTR,267.895,,4762.528,2.938,48.673,103.544,429.121,323.273,2597.556,-124.525,496.261,0,15.296,0.357,-568.949,-568.942,-553.646,VA
111535,12/31/2023,SKAS,10.561,,10.611,0.023,9.474,2.54,2.446,2.292,2.292,3.953,8.838,0,,0,0,,1.507,NY
111537,12/31/2023,UNB,,,1468.879,1.946,92.356,18.768,11.257,,1403.072,12.877,67.014,,,0,0.266,,1.62,VT
111537,12/31/2023,UNB,,,1468.879,,,,11.257,,1403.072,12.877,67.014,,,0,,,1.62,VT
111629,12/31/2023,CXDO,17.291,,56.16,0.092,10.347,20.704,-0.362,10.261,11.547,-0.264,53.199,-0.026,0.098,0,0,0,0.098,AZ
111640,6/30/2023,CBKM,,,1060.024,1.821,14.256,8.079,10.674,,1004.54,12.922,45.686,0,,0,-0.096,,2.248,OH
111640,6/30/2023,CBKM,,,1060.024,,,,10.674,,1004.54,12.922,45.686,,,0,,,2.248,OH
111675,12/31/2023,TYCB,,,852.976,0.923,40.759,6.127,13.486,,747.399,17.322,39.08,-0.694,,0,,,3.836,MD
111675,12/31/2023,TYCB,,,852.976,,,,13.486,,747.399,17.322,39.08,,,0,,,3.836,MD
111721,12/31/2023,EGBN,,,11664.538,0.07,722.684,366.05,100.534,,10390.255,127.52,646.863,,,0,-3.377,,26.986,MD
111721,12/31/2023,EGBN,,,11664.538,,,,100.534,,10390.255,127.52,646.863,,,0,,,26.986,MD
111739,12/31/2023,THVB,,,1646.377,1.882,147.043,32.844,33.547,,1494.897,43.12,108.943,0,,0,-0.002,,9.573,GA
111739,12/31/2023,THVB,,,1646.377,,,,33.547,,1494.897,43.12,108.943,,,0,,,9.573,GA
111819,12/31/2023,ORRF,,,3064.24,2.293,65.161,46.673,35.663,,2799.184,45.033,174.449,0,,0,-0.651,,9.37,PA
111819,12/31/2023,ORRF,,,3064.24,,,,35.663,,2799.184,45.033,174.449,,,0,,,9.37,PA
111864,12/31/2023,CTSH,7506,,18483,317,2635,12664,2126,3333,5256,2794,19353,,,226,-339,-339,668,NJ
111872,12/31/2023,PBCO,,,763.353,3.911,20.053,8.831,0.979,,685.765,1.315,34.15,0,,0,-0.003,,0.336,OR
111872,12/31/2023,PBCO,,,763.353,,,,0.979,,685.765,1.315,34.15,,,0,,,0.336,OR
111873,1/31/2023,RH,2512.664,,5309.289,173.642,1511.763,1722.492,528.642,885.973,4524.628,437.284,3590.477,,1.252,6.315,-91.988,-92.61,-91.358,CA
111880,9/30/2023,DOX,1911.63,,6425.653,124.804,742.531,3024.539,540.709,1353.375,2858.721,636.361,4887.55,,,,-60.212,-60.212,93.399,MO
111940,12/31/2023,FNLC,,,2946.698,2.635,35.43,64.151,29.518,,2703.619,35.702,143.611,0,,0,-1.36,,6.184,ME
111940,12/31/2023,FNLC,,,2946.698,,,,29.518,,2703.619,35.702,143.611,,,0,,,6.184,ME
111941,12/31/2023,GGB,6017.593,,15433.566,1073.583,1101.327,11239.839,1546.046,2325.719,5285.609,1926.303,14203.439,,,42.075,-0.173,-0.173,372.957,
